證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1558","伸興","35376","3566147","100.50","101.50","100.50","101.00","0.5000","70"
"1560","中砂","1588181","444633766","277.50","283.00","276.00","282.50","6.0000","2323"
"1563","巧新","1613268","127119196","78.90","80.00","78.30","78.50","-0.2000","554"
"1568","倉佑","775456","21890717","28.60","28.80","27.00","28.50","-0.5500","652"
"1582","信錦","4738753","528182981","112.00","114.00","108.50","111.00","0.5000","5772"
"1583","程泰","40525","2858254","71.40","71.70","70.30","70.40","-1.0000","89"
"1587","吉茂","3835173","223882073","59.60","60.00","57.20","57.60","-0.8000","3053"
"1589","永冠-KY","722866","33278461","44.95","46.50","44.80","46.20","1.5000","701"
"1590","亞德客-KY","321814","325231980","1005.00","1020.00","1000.00","1010.00","10.0000","465"
"1597","直得","290781","20005148","69.10","69.40","68.40","68.80","-0.3000","333"
"1598","岱宇","121043","3782596","30.90","31.45","30.90","31.45","0.6000","114"
"1603","華電","10087623","478268985","46.45","48.25","45.90","47.25","0.9000","6116"
"1604","聲寶","845294","24480609","28.90","29.25","28.80","28.80","-0.2000","364"
"1605","華新","12135577","450751566","36.60","37.35","36.60","37.35","0.9000","6138"
"1608","華榮","30328677","1172391291","36.45","39.70","36.45","39.70","3.6000","14638"
"1609","大亞","53154234","2730465255","49.50","52.60","49.10","52.20","3.1000","29354"
"1611","中電","1710678","29558530","16.90","17.50","16.90","17.50","0.0000","811"
"1612","宏泰","13058256","508800667","37.40","39.90","37.15","39.20","1.2000","7238"
"1614","三洋電","359707","15979549","43.60","44.90","43.40","44.40","0.5500","194"
"1615","大山","3137437","232812254","71.80","75.70","70.80","75.50","4.1000","2917"
"1616","億泰","5658082","133045653","22.25","24.45","22.20","23.70","1.3500","3072"
"1617","榮星","2561840","61433411","22.45","24.30","22.40","24.30","2.2000","1256"
"1618","合機","22989322","1211559048","49.45","54.00","49.25","54.00","4.9000","12971"
"1626","艾美特-KY","92912","1509139","16.30","16.35","16.15","16.15","0.0500","119"
"1701","中化","698669","15646178","22.30","22.50","22.25","22.35","0.1000","403"
"1702","南僑","603598","34870493","57.70","58.10","57.40","57.90","0.0000","589"
"1707","葡萄王","137261","21996705","160.00","161.00","160.00","160.00","0.0000","213"
"1708","東鹼","1287575","42663866","32.40","33.45","32.30","33.35","0.9500","785"
"1709","和益","276811","5632054","20.20","20.45","20.20","20.40","0.2000","240"
"1710","東聯","1570509","26648569","16.90","17.10","16.70","17.00","0.3000","1132"
"1711","永光","1462352","27940105","19.00","19.25","18.95","19.15","0.1000","791"
"1712","興農","2192605","92795465","41.95","42.50","41.80","42.50","0.8500","1237"
"1713","國化","315825","15902090","51.50","51.50","49.95","50.50","0.1000","169"
"1714","和桐","3939924","38615246","9.63","9.86","9.63","9.77","0.1400","1012"
"1717","長興","1864866","57941576","30.75","31.35","30.75","31.20","0.4500","1024"
"1718","中纖","3498705","27975399","7.82","8.06","7.82","8.00","0.1400","1305"
"1720","生達","900133","64040159","70.00","71.60","70.00","71.20","1.1000","698"
"1721","三晃","629374","9132977","14.30","14.70","14.30","14.60","0.2000","396"
"1722","台肥","3737418","242271122","64.20","65.40","64.10","64.90","0.5000","2485"
"1723","中碳","511507","55543665","109.50","109.50","108.00","109.00","-0.5000","650"
"1725","元禎","434390","19972702","46.00","46.55","45.45","46.30","1.1000","402"
"1726","永記","16121","1331914","82.20","82.30","81.90","82.20","-0.5000","24"
"1727","中華化","276572","7946434","28.35","28.85","28.35","28.65","0.3000","192"
"1730","花仙子","11724","658598","56.10","56.20","56.10","56.10","0.0000","27"
"1731","美吾華","510954","13041767","25.60","25.65","25.45","25.60","0.1000","188"
"1732","毛寶","107876","3083026","28.75","28.75","28.50","28.50","0.0000","83"
"1733","五鼎","360167","12091683","32.75","33.90","32.75","33.50","0.7500","269"
"1734","杏輝","363323","13483168","37.20","37.25","37.00","37.15","0.2000","280"
"1735","日勝化","4463","79532","17.75","17.75","17.70","17.70","-0.0500","19"
"1736","喬山","341628","30865153","91.60","91.70","89.30","89.90","-1.8000","915"
"1737","臺鹽","139259","4731061","33.95","34.05","33.90","33.95","0.0000","125"
"1752","南光","535685","28910332","54.20","54.50","53.50","53.80","0.0000","340"
"1760","寶齡富錦","299702","29177362","96.80","97.90","96.30","97.70","0.9000","288"
"1762","中化生","245492","11847669","47.70","48.50","47.70","48.30","0.6000","270"
"1773","勝一","447281","72279739","161.00","163.50","160.00","162.50","1.5000","385"
"1776","展宇","11895","213329","17.85","18.05","17.85","18.00","0.1500","16"
"1783","和康生","328836","14958546","45.00","45.70","45.00","45.60","0.7000","275"
"1786","科妍","1455332","171631507","119.00","121.50","115.50","116.50","-2.5000","1469"
"1789","神隆","1125410","32522845","28.55","29.10","28.55","28.85","0.3500","626"
"1795","美時","3194584","929238430","291.00","293.00","288.50","289.50","2.0000","3067"
"1802","台玻","25316325","491832868","19.40","19.65","19.15","19.35","-0.0500","6318"
"1805","寶徠","319645","6388388","19.35","20.25","19.35","20.10","0.7000","151"
"1806","冠軍","3939857","45191222","11.10","11.65","11.10","11.40","0.5500","1419"
"1808","潤隆","4633680","512009513","107.00","112.00","106.50","111.50","4.5000","3737"
"1809","中釉","2083465","52179075","24.50","25.55","24.40","25.30","0.9500","1107"
"1810","和成","1028503","19684675","19.10","19.30","19.00","19.15","0.2000","541"
"1817","凱撒衛","104820","4187781","39.90","40.15","39.90","40.00","0.1500","75"
"1903","士紙","786780","51450427","64.00","66.60","64.00","65.30","1.3000","582"
"1904","正隆","668149","19245914","28.75","28.85","28.70","28.85","0.0500","557"
"1905","華紙","1715478","37700842","21.90","22.10","21.75","22.05","0.2500","939"
"1906","寶隆","54307","885501","16.20","16.45","16.20","16.25","0.0500","70"
"1907","永豐餘","913460","27345578","29.75","30.10","29.75","29.85","0.0500","507"
"1909","榮成","2455816","34573836","13.95","14.20","13.90","14.20","0.3000","868"
"2002","中鋼","25908004","612203077","23.50","23.75","23.50","23.70","0.2000","9914"
"2002A","中鋼特","16167","704887","43.60","43.65","43.55","43.65","0.0500","18"
"2006","東和鋼鐵","904460","62509943","68.80","69.40","68.70","69.20","0.4000","769"
"2007","燁興","1820973","21591959","11.55","12.00","11.50","12.00","0.6500","771"
"2008","高興昌","88590","2189961","24.60","24.90","24.60","24.70","-0.1000","88"
"2009","第一銅","7506268","396260058","52.10","53.60","51.80","52.80","1.3000","5127"
"2010","春源","668430","13573250","20.05","20.45","20.05","20.35","0.2000","305"
"2012","春雨","31322","757173","23.90","24.30","23.90","24.15","0.1500","81"
"2013","中鋼構","53945","3132919","57.80","58.30","57.80","58.20","0.5000","93"
"2014","中鴻","4178628","92946659","22.10","22.40","22.05","22.30","0.1000","1734"
"2015","豐興","138804","10034296","71.80","72.50","71.80","72.50","0.9000","138"
"2017","官田鋼","667810","9573939","14.15","14.45","14.15","14.35","0.2500","382"
"2020","美亞","1994814","80118554","40.15","40.30","40.00","40.20","0.0500","963"
"2022","聚亨","742914","8594649","11.40","11.70","11.40","11.60","0.2000","401"
"2023","燁輝","1062132","16292156","15.20","15.45","15.20","15.40","0.2000","635"
"2024","志聯","22888","534088","23.40","23.40","23.30","23.30","-0.1500","27"
"2025","千興","6776965","82425165","11.70","12.35","11.65","12.20","0.7500","1807"
"2027","大成鋼","9414589","361305087","38.00","38.65","37.70","38.65","0.6500","4753"
"2028","威致","752224","20854059","27.00","28.00","26.95","28.00","1.0500","425"
"2029","盛餘","232461","6465972","27.60","27.95","27.60","27.80","0.2500","155"
"2030","彰源","413893","7545924","18.15","18.35","18.10","18.25","0.1000","208"
"2031","新光鋼","2692976","165780870","60.40","62.10","60.40","61.90","1.5000","1493"
"2032","新鋼","748405","13149027","17.00","17.95","16.70","17.80","1.0000","491"
"2033","佳大","176473","2766760","15.45","15.85","15.45","15.75","0.3000","96"
"2034","允強","356672","9059194","25.40","25.55","25.25","25.45","0.1000","208"
"2038","海光","1109707","23185596","20.20","21.10","20.20","21.00","0.8000","551"
"2049","上銀","2773424","594664586","216.00","217.00","212.50","214.00","-2.0000","3042"
"2059","川湖","1507280","1759404425","1175.00","1190.00","1150.00","1175.00","30.0000","2486"
"2062","橋椿","269809","7852401","28.95","29.30","28.55","29.15","0.3500","182"
"2069","運錩","109081","1804056","16.45","16.60","16.45","16.60","0.0500","70"
"2101","南港","16712743","1008128796","60.20","61.50","59.30","59.50","-0.6000","9007"
"2102","泰豐","744054","15363797","20.50","20.85","20.50","20.55","0.0500","292"
"2103","台橡","3245797","78515895","23.85","24.40","23.80","24.25","0.4500","1171"
"2104","國際中橡","924519","16178400","17.35","17.60","17.35","17.55","0.1500","464"
"2105","正新","18819190","953414958","52.00","52.10","50.20","50.40","-1.4000","11179"
"2106","建大","870891","29614491","34.50","34.50","33.65","33.75","-0.4500","1113"
"2107","厚生","560666","14948729","26.30","26.85","26.30","26.65","0.3000","316"
"2108","南帝","1946526","69044404","34.70","35.90","34.50","35.20","1.2500","1336"
"2109","華豐","768000","14852110","19.20","19.45","19.20","19.30","0.2500","512"
"2114","鑫永銓","47266","4978523","105.00","106.00","105.00","105.00","-0.5000","89"
"2115","六暉-KY","143826","4824097","33.40","33.90","33.35","33.50","0.3000","118"
"2201","裕隆","5521178","393199002","70.20","71.80","70.20","71.20","1.4000","3699"
"2204","中華","1248910","157438304","125.50","128.00","125.00","125.50","0.5000","1084"
"2206","三陽工業","1819000","139663222","76.00","77.20","75.80","76.70","0.5000","1356"
"2207","和泰車","308770","194224277","626.00","631.00","626.00","629.00","7.0000","544"
"2208","台船","3127246","55895402","17.75","18.00","17.70","17.95","0.2500","1376"
"2211","長榮鋼","3007551","448526904","150.00","151.00","146.50","149.00","-3.0000","4179"
"2227","裕日車","10523","1449401","137.00","138.00","137.00","137.50","0.5000","55"
"2228","劍麟","493787","59849304","123.50","123.50","119.50","120.00","-2.5000","487"
"2231","為升","509126","67089462","130.00","133.00","130.00","131.00","0.0000","514"
"2233","宇隆","449316","60682782","132.50","136.50","132.50","136.00","5.0000","398"
"2236","百達-KY","1628432","132073883","81.80","82.80","78.70","80.30","-1.1000","1822"
"2239","英利-KY","76095","4330333","56.10","57.40","56.10","56.90","0.7000","67"
"2241","艾姆勒","2083590","95575202","45.50","46.50","45.35","45.70","0.5500","1403"
"2243","宏旭-KY","894228","18006613","20.55","20.55","19.85","20.05","-0.4000","565"
"2247","汎德永業","121323","39333238","323.00","325.00","323.00","323.50","1.0000","184"
"2250","IKKA-KY","293184","33831174","114.50","117.00","113.00","115.50","1.5000","345"
"2254","巨鎧精密-創","51000","4108000","80.50","80.80","80.50","80.50","0.0000","10"
"2258","鴻華先進-創","941000","43491800","45.50","46.80","45.50","46.10","0.5000","455"
"2301","光寶科","9341288","999650489","107.50","108.00","106.00","107.00","0.5000","6192"
"2302","麗正","473447","8963602","18.65","19.15","18.65","18.90","0.4000","295"
"2303","聯電","54119397","2960683340","54.00","55.10","53.90","55.10","0.9000","17895"
"2305","全友","449087","10411640","22.85","23.50","22.85","23.25","0.2000","229"
"2308","台達電","8054673","2753626256","343.00","345.00","339.00","345.00","0.0000","8952"
"2312","金寶","93980844","1707654292","18.35","18.55","17.65","17.70","-0.5500","30029"
"2313","華通","53688030","3931025558","75.00","75.90","71.20","71.30","0.3000","26134"
"2314","台揚","599373","18787166","31.55","31.60","31.00","31.30","0.3500","451"
"2316","楠梓電","3896616","181606172","46.30","47.35","46.05","46.60","0.9000","2486"
"2317","鴻海","56520045","10049044147","177.50","180.00","176.50","177.50","0.0000","43159"
"2321","東訊","2099","33517","16.05","16.05","16.05","16.05","-0.2500","11"
"2323","中環","7671942","98962654","12.70","13.05","12.70","12.85","0.1500","2180"
"2324","仁寶","17206052","623506539","36.60","36.65","36.10","36.10","-0.2500","9254"
"2327","國巨","3666826","2512026839","684.00","693.00","678.00","678.00","4.0000","4808"
"2328","廣宇","12229787","486076134","40.55","40.80","39.25","39.30","-1.5500","7667"
"2329","華泰","15689706","969114964","61.80","62.50","61.00","61.00","0.1000","8292"
"2330","台積電","44489018","39240336617","885.00","888.00","879.00","879.00","-15.0000","85990"
"2331","精英","18803379","638132681","34.60","34.75","33.35","33.50","-1.0000","8666"
"2332","友訊","1328170","23826774","17.75","18.05","17.75","17.95","0.1500","619"
"2337","旺宏","7030544","185222104","26.30","26.55","26.15","26.40","0.1000","3592"
"2338","光罩","3383243","245965642","70.70","73.30","70.70","73.30","2.6000","2510"
"2340","台亞","3193245","131071746","39.40","41.70","39.40","41.05","1.4500","2039"
"2342","茂矽","312277","10015678","31.75","32.35","31.70","31.95","0.3000","406"
"2344","華邦電","19975948","486865323","24.05","24.55","24.00","24.45","0.5500","7578"
"2345","智邦","4920215","2613016016","540.00","540.00","522.00","532.00","-12.0000","7684"
"2347","聯強","5248151","435207408","83.40","84.00","82.40","82.60","-0.6000","2420"
"2348","海悅","2341993","552693777","235.50","244.00","228.50","231.50","-3.5000","3139"
"2348A","海悅甲特","3000","101050","33.65","33.70","33.65","33.70","0.1000","3"
"2349","錸德","3426248","31510557","9.01","9.29","9.01","9.20","0.1500","1202"
"2351","順德","9344697","1398147653","144.00","155.50","143.50","149.00","6.5000","6771"
"2352","佳世達","9996113","388153562","39.25","39.25","38.70","38.80","-0.4000","7400"
"2353","宏碁","36254119","1810594436","50.70","50.70","49.60","49.65","-0.9500","20412"
"2354","鴻準","18656025","1271968413","68.00","69.20","67.60","67.80","-0.7000","14685"
"2355","敬鵬","5939804","270157539","45.70","46.10","44.75","46.10","0.3500","3394"
"2356","英業達","28703710","1524265347","53.80","53.80","52.70","53.00","-0.7000","18101"
"2357","華碩","6319664","3052824376","493.00","494.00","477.00","484.00","-9.0000","9925"
"2359","所羅門","2766702","464242548","167.50","171.50","166.00","166.50","-3.5000","3604"
"2360","致茂","2694167","773083522","282.00","291.00","282.00","288.50","9.5000","2154"
"2362","藍天","3252135","187121536","57.30","58.30","56.90","57.00","-0.2000","2168"
"2363","矽統","11066832","622670292","56.00","56.70","55.80","56.50","0.8000","6568"
"2364","倫飛","49349","4219215","85.10","86.00","84.70","85.80","0.8000","125"
"2365","昆盈","7247227","248227127","33.00","34.85","33.00","33.85","0.9500","4585"
"2367","燿華","56800768","2137663169","37.70","38.45","36.85","36.95","-0.5500","24249"
"2368","金像電","4786914","923408648","197.00","197.50","190.50","192.00","-4.5000","5448"
"2369","菱生","2377354","54434721","22.80","23.10","22.65","22.95","0.1500","1290"
"2371","大同","38627735","2133431073","54.10","56.20","53.60","56.00","2.4000","18562"
"2373","震旦行","31147","2316510","74.30","74.50","74.30","74.30","0.0000","39"
"2374","佳能","5484080","338611203","62.00","63.00","60.50","61.70","0.0000","3935"
"2375","凱美","1317714","93841310","69.50","72.00","69.50","71.10","2.0000","1040"
"2376","技嘉","8167125","2550401675","318.00","318.50","309.50","309.50","-8.0000","11062"
"2377","微星","3344731","620369370","186.00","187.50","184.50","185.50","-1.0000","2835"
"2379","瑞昱","6851701","3636523087","539.00","540.00","527.00","530.00","-6.0000","5224"
"2380","虹光","297710","2128067","7.07","7.25","7.05","7.15","0.1200","221"
"2382","廣達","26576693","7281602043","278.00","280.00","271.00","273.00","-6.5000","30265"
"2383","台光電","5080018","2236139242","443.00","449.00","435.00","438.00","-4.0000","6908"
"2385","群光","7305723","1454752413","201.00","203.00","197.00","199.00","-3.0000","4829"
"2387","精元","451814","27411429","60.60","61.20","60.50","60.70","0.1000","398"
"2388","威盛","3906880","459584708","114.50","119.50","114.00","118.50","4.5000","2860"
"2390","云辰","859646","11682208","13.20","13.75","13.20","13.55","0.4000","547"
"2392","正崴","4193498","291835004","66.90","70.60","66.90","70.50","3.9000","3203"
"2393","億光","2496947","178618129","71.10","72.20","70.40","72.20","0.2000","2000"
"2395","研華","547862","196925969","360.00","361.00","357.50","359.50","-0.5000","798"
"2397","友通","875611","67908752","76.70","78.50","76.40","77.60","1.5000","1008"
"2399","映泰","1084364","23668232","21.55","22.00","21.55","21.95","0.4500","657"
"2401","凌陽","5475766","189717436","34.35","35.10","34.10","34.75","0.4500","3283"
"2402","毅嘉","3110525","108889581","34.55","35.30","34.50","35.20","1.0500","1720"
"2404","漢唐","1071402","377499401","352.00","356.00","351.00","351.50","0.5000","1550"
"2405","輔信","5881758","121727085","20.70","20.85","20.50","20.65","0.2500","2633"
"2406","國碩","10820513","249371881","21.80","23.75","21.80","23.10","1.3000","4690"
"2408","南亞科","5085704","326825028","63.40","64.80","63.40","64.80","1.4000","3718"
"2409","友達","42039086","753215209","17.55","18.05","17.55","18.05","0.6000","11007"
"2412","中華電","8268776","1048898108","127.00","127.50","126.50","126.50","-1.0000","4589"
"2413","環科","164169","3972703","23.90","24.50","23.90","24.25","0.3500","87"
"2414","精技","79932","2974351","37.15","37.25","37.10","37.15","0.0000","102"
"2415","錩新","165343","4475403","27.05","27.30","26.80","27.00","0.0000","160"
"2417","圓剛","6475360","298144197","45.85","46.75","45.30","46.20","0.1500","4262"
"2419","仲琦","520902","16185256","30.80","31.35","30.80","31.20","0.4500","386"
"2420","新巨","406615","25487825","61.90","63.30","61.60","62.90","1.0000","400"
"2421","建準","5598263","627567691","115.50","115.50","111.00","111.00","-4.5000","5315"
"2423","固緯","311379","13096022","41.80","42.35","41.80","42.20","0.3000","335"
"2424","隴華","5641","168292","29.85","29.85","29.85","29.85","0.0500","25"
"2425","承啟","1499714","61600558","39.90","41.60","39.90","40.60","0.7000","1062"
"2426","鼎元","345811","6271226","17.85","18.25","17.85","18.20","0.2500","229"
"2427","三商電","8839782","272450160","30.70","31.25","30.20","31.00","0.2000","5574"
"2428","興勤","103288","17444293","168.50","169.50","168.50","168.50","1.0000","182"
"2429","銘旺科","47044","968984","21.00","21.00","20.35","20.40","-0.1500","35"
"2430","燦坤","53324","1933473","36.15","36.40","36.15","36.30","0.1500","75"
"2431","聯昌","137362","1727215","12.45","12.70","12.45","12.55","0.1000","87"
"2432","倚天酷碁-創","7000","272400","39.00","39.00","38.70","38.70","0.0500","7"
"2433","互盛電","25525","1360988","53.40","53.50","53.20","53.40","0.0000","35"
"2434","統懋","11324","374403","33.10","33.30","32.85","33.30","0.2000","21"
"2436","偉詮電","678086","43467660","63.40","64.50","63.40","64.40","1.0000","591"
"2438","翔耀","2436284","76762604","30.00","32.55","29.50","32.00","2.3500","1358"
"2439","美律","1144299","139960394","122.50","123.50","121.50","121.50","-1.0000","1357"
"2440","太空梭","533023","8756288","16.15","16.65","16.15","16.35","0.2000","306"
"2441","超豐","942957","58719899","62.50","62.60","62.00","62.20","-0.4000","1093"
"2442","新美齊","5155354","173590407","32.75","34.30","32.70","33.85","0.6500","2078"
"2444","兆勁","1583340","21369900","13.35","13.75","13.05","13.30","0.2500","614"
"2449","京元電子","10732666","956813755","89.70","89.80","88.60","88.90","-0.5000","7244"
"2450","神腦","120179","4784865","39.80","39.85","39.75","39.85","0.0500","111"
"2451","創見","6152700","740688266","116.00","122.00","116.00","122.00","7.0000","4387"
"2453","凌群","1599484","103140313","65.00","65.70","63.80","63.80","-0.9000","1745"
"2454","聯發科","5092253","6515713395","1290.00","1290.00","1270.00","1275.00","-15.0000","7503"
"2455","全新","3149468","447197274","147.50","147.50","140.50","140.50","-5.0000","3560"
"2457","飛宏","2277848","118232338","51.50","52.10","51.20","52.00","0.7000","1485"
"2458","義隆","1406555","221801347","157.50","159.00","157.00","157.00","0.0000","1333"
"2459","敦吉","46646","3385226","72.60","73.00","72.40","72.50","-0.1000","48"
"2460","建通","622814","20568016","32.45","33.30","32.45","33.20","0.7500","503"
"2461","光群雷","2418418","61700827","25.00","25.90","25.00","25.90","1.0000","1110"
"2462","良得電","583874","20806064","35.40","35.80","35.20","35.80","0.6000","374"
"2464","盟立","10064956","624485807","62.40","63.20","61.30","61.50","-1.3000","7844"
"2465","麗臺","2693416","344607600","130.50","131.00","126.50","126.50","-4.0000","2657"
"2466","冠西電","15035","557480","37.70","37.70","36.90","36.95","-0.1500","16"
"2467","志聖","2108395","274341816","131.00","132.50","128.50","129.50","-1.5000","1270"
"2468","華經","301054","8175914","26.85","27.35","26.85","27.10","0.4000","157"
"2471","資通","190662","10778366","55.70","56.90","55.70","56.90","1.2000","182"
"2472","立隆電","2438380","190872693","76.40","78.90","76.40","78.80","2.7000","1580"
"2474","可成","1666230","372130759","224.50","225.50","222.00","222.50","-2.5000","3768"
"2476","鉅祥","2620501","244540084","91.80","94.80","91.70","93.20","1.4000","2081"
"2477","美隆電","104717","2292013","21.80","22.00","21.75","21.90","-0.1000","76"
"2478","大毅","221369","12021156","54.60","54.60","54.00","54.30","0.5000","308"
"2480","敦陽科","92601","11772008","126.00","127.50","126.00","127.00","0.5000","145"
"2481","強茂","1168797","68227298","57.80","58.80","57.60","58.80","1.1000","1026"
"2482","連宇","9088262","380587649","43.00","43.00","40.30","40.30","-2.7500","5983"
"2483","百容","171270","4338041","25.20","25.50","25.20","25.35","0.0500","151"
"2484","希華","251810","7914722","31.35","31.60","31.30","31.50","0.2000","179"
"2485","兆赫","1394323","29388775","20.80","21.25","20.80","21.25","0.6000","724"
"2486","一詮","70336054","7631968413","105.50","112.50","104.50","108.50","5.0000","36393"
"2488","漢平","192231","9111171","47.45","47.70","47.20","47.40","-0.1000","190"
"2489","瑞軒","25844532","513218832","19.70","20.35","19.40","19.45","0.2500","12182"
"2491","吉祥全","120006","1851847","15.30","15.55","15.25","15.35","0.1000","82"
"2492","華新科","2424123","274947369","111.50","115.00","111.50","113.50","3.0000","1695"
"2493","揚博","130158","12233505","93.90","94.20","93.80","94.00","-0.1000","209"
"2495","普安","3636760","102712314","28.05","28.55","28.05","28.10","0.0000","2087"
"2496","卓越","21247","1544126","72.70","73.00","72.40","72.70","-0.2000","29"
"2497","怡利電","1656643","98798930","59.00","60.70","58.60","59.00","1.8000","1328"
"2498","宏達電","20923759","957006439","42.90","47.10","42.85","46.15","3.3000","11470"
"2501","國建","41648572","1551753683","35.30","38.40","35.15","37.30","2.0000","19811"
"2504","國產","14892552","713009988","47.10","48.40","47.00","47.60","0.4500","7297"
"2505","國揚","2597645","75080618","28.15","29.40","27.95","29.35","1.4000","1462"
"2506","太設","6836666","88985850","12.40","13.40","12.40","12.85","0.5500","2191"
"2509","全坤建","2150504","53279635","24.25","25.00","24.10","24.90","0.9000","1301"
"2511","太子","18650392","239542838","12.20","13.20","12.15","12.95","0.9000","5330"
"2514","龍邦","5427205","135769620","23.80","25.80","23.60","24.70","1.2000","2937"
"2515","中工","49391302","845068812","16.75","17.40","16.65","17.05","0.4000","11799"
"2516","新建","1382227","16255099","11.50","11.90","11.50","11.80","0.3500","467"
"2520","冠德","17207185","1062584911","61.30","62.80","60.70","61.00","-0.2000","9796"
"2524","京城","4559055","276662281","57.10","61.80","55.50","61.30","5.1000","2963"
"2527","宏璟","2149308","105442332","47.90","49.80","47.55","48.80","0.9000","1438"
"2528","皇普","2422669","123318762","49.90","51.80","49.10","51.20","2.1000","1378"
"2530","華建","872646","42152441","48.00","48.70","47.70","48.30","0.1500","595"
"2534","宏盛","2546024","71098063","27.20","28.20","27.20","27.85","0.4500","1574"
"2535","達欣工","543793","30013584","54.30","55.60","54.20","55.40","1.1000","557"
"2536","宏普","783276","28161390","34.55","36.40","34.55","35.95","1.0000","537"
"2537","聯上發","29212044","678392801","22.00","23.90","21.75","23.90","2.1500","10088"
"2538","基泰","2810557","54821069","19.00","19.80","19.00","19.45","0.4500","1136"
"2539","櫻花建","523837","39144974","75.10","75.50","74.20","74.50","-0.5000","806"
"2540","愛山林","1868827","342920677","182.00","188.00","179.50","182.00","-1.5000","4161"
"2542","興富發","20984412","1020775882","47.35","49.35","47.05","48.45","1.1000","12239"
"2543","皇昌","5577427","272943426","47.00","49.65","47.00","49.65","4.5000","2865"
"2545","皇翔","2256779","141956799","62.40","63.70","61.20","62.60","0.2000","1799"
"2546","根基","608599","59720877","96.00","99.20","95.80","99.10","3.5000","633"
"2547","日勝生","12603954","145897022","11.10","11.85","11.05","11.55","0.5500","3137"
"2548","華固","9522596","1644715350","167.50","177.00","166.00","172.50","5.5000","12483"
"2597","潤弘","968942","179308291","179.50","186.50","179.00","185.00","4.5000","1135"
"2601","益航","3571139","30470488","8.45","8.62","8.40","8.51","0.0800","1144"
"2603","長榮","40210450","8802648014","221.00","222.50","216.50","218.00","-4.0000","24754"
"2605","新興","14537604","461770613","31.85","32.35","31.25","31.60","-0.2500","7419"
"2606","裕民","15047023","923035916","60.70","62.00","60.00","61.30","0.8000","8401"
"2607","榮運","1827056","61140336","33.55","33.65","33.20","33.50","0.0000","1378"
"2608","嘉里大榮","847332","38538007","45.15","45.70","45.10","45.50","0.4000","716"
"2609","陽明","230299115","19172576701","82.70","85.40","81.00","82.90","-0.8000","138129"
"2610","華航","71345264","1653686458","22.90","23.50","22.60","23.10","0.1000","20656"
"2611","志信","6442320","214766236","33.85","33.85","32.75","33.70","0.2500","3528"
"2612","中航","1223334","62025500","50.80","51.30","49.75","50.50","0.1000","838"
"2613","中櫃","46636294","2155591653","44.90","48.80","43.35","46.45","1.2500","27875"
"2614","東森","1061893","21370468","19.90","20.35","19.80","20.10","0.2000","626"
"2615","萬海","123719927","12198507493","97.70","101.50","94.50","96.20","-0.6000","72963"
"2616","山隆","80672","2071557","25.70","25.75","25.60","25.70","0.0500","300"
"2617","台航","7149888","281764608","39.30","39.90","38.85","39.20","0.4000","4236"
"2618","長榮航","114621400","4218076920","36.60","36.95","36.35","36.90","0.2500","27340"
"2630","亞航","1408839","56890295","40.50","40.80","40.20","40.40","-0.4000","918"
"2633","台灣高鐵","3653950","109828479","29.90","30.20","29.90","30.15","0.1500","1144"
"2634","漢翔","7284864","396928911","54.40","55.00","54.00","54.60","0.6000","4216"
"2636","台驊投控","2558305","288548349","113.00","114.00","111.00","112.50","0.0000","2009"
"2637","慧洋-KY","5318890","411951098","78.10","78.60","76.20","76.90","-0.4000","5053"
"2642","宅配通","127216","4863212","38.25","38.30","38.00","38.15","-0.1500","398"
"2645","長榮航太","593015","64968539","109.50","110.00","109.00","109.50","0.0000","573"
"2701","萬企","340327","4509293","13.15","13.30","13.15","13.25","0.1000","149"
"2702","華園","101993","1989283","19.40","19.65","19.30","19.60","0.2000","179"
"2704","國賓","482574","33546880","68.40","70.20","68.40","70.20","1.9000","394"
"2705","六福","804141","16547959","20.20","20.75","20.20","20.50","0.4000","556"
"2706","第一店","392787","6303249","15.95","16.10","15.95","16.00","0.0000","163"
"2707","晶華","428827","97220372","227.50","228.00","225.50","226.50","-1.0000","832"
"2712","遠雄來","11210","342980","30.65","30.65","30.55","30.55","0.0000","10"
"2722","夏都","345316","20624704","58.80","60.40","58.80","59.50","0.7000","343"
"2723","美食-KY","746112","68467781","90.90","92.40","90.80","91.80","0.9000","579"
"2727","王品","1465103","352934203","239.50","242.50","239.00","240.00","2.5000","1738"
"2731","雄獅","1734631","269450342","154.50","156.50","153.50","156.00","2.5000","1424"
"2739","寒舍","3181801","214626833","64.80","68.70","64.80","67.70","3.0000","2317"
"2748","雲品","256158","18156398","70.90","71.50","70.30","71.10","0.9000","263"
"2753","八方雲集","151368","25200972","166.00","167.50","166.00","167.00","1.0000","258"
"2762","世界健身-KY","725041","71856596","98.90","100.50","98.00","100.00","1.2000","706"
"2801","彰銀","23675229","433373924","18.25","18.40","18.20","18.35","0.1000","4141"
"2809","京城銀","11999727","740723410","61.30","62.50","60.70","61.00","0.6000","5570"
"2812","台中銀","3435656","63927980","18.60","18.65","18.55","18.60","0.0500","1325"
"2816","旺旺保","1047619","35947314","33.60","35.00","33.55","34.20","0.9000","688"
"2820","華票","814866","12573998","15.35","15.50","15.35","15.45","0.1000","349"
"2832","台產","403724","11502852","28.30","28.60","28.30","28.50","0.2500","233"
